"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06081","0","SIC_0Z","26","0",1983,"A","","San Mateo County, California","Total Covered","All Industries","County, Total Covered","All establishment sizes",13285,250040,5291203886,0,0,406,21161
"06081","1","SIC_0Z","27","0",1983,"A","","San Mateo County, California","Federal Government","All Industries","County, Total -- by ownership sector","All establishment sizes",15,5416,141859596,0,0,503,26192
"06081","1","SIC_0E","28","0",1983,"A","","San Mateo County, California","Federal Government","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",1,1728,48403725,0,0,538,28011
"06081","1","SIC_0E43","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 43 U.S. Postal Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,1728,48403725,0,0,538,28011
"06081","1","SIC_0I","28","0",1983,"A","","San Mateo County, California","Federal Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",1,5,219278,0,0,843,43855
"06081","1","SIC_0I89","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 89 Services, Nec","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,5,219278,0,0,843,43855
"06081","1","SIC_0J","28","0",1983,"A","","San Mateo County, California","Federal Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",13,3683,93236593,0,0,486,25315
"06081","1","SIC_0J91","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",3,1846,43169772,0,0,449,23385
"06081","1","SIC_0J92","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,88,2783220,0,0,608,31627
"06081","1","SIC_0J93","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 93 Finance, Taxation, and Monetary Policy","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,55,1256050,0,0,439,22837
"06081","1","SIC_0J94","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 94 Administration of Human Resources","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,127,2492974,0,0,377,19629
"06081","1","SIC_0J95","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 95 Environmental Quality and Housing","County, 2-digit SIC -- by ownership sector","All establishment sizes",2,26,613838,0,0,454,23609
"06081","1","SIC_0J96","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 96 Administration of Economic Programs","County, 2-digit SIC -- by ownership sector","All establishment sizes",3,342,11964247,0,0,672,34983
"06081","1","SIC_0J97","29","0",1983,"A","","San Mateo County, California","Federal Government","SIC 97 National Security and Intl. Affairs","County, 2-digit SIC -- by ownership sector","All establishment sizes",1,1199,30956492,0,0,496,25818
"06081","2","SIC_0Z","27","0",1983,"A","","San Mateo County, California","State Government","All Industries","County, Total -- by ownership sector","All establishment sizes",44,744,15386929,0,0,397,20681
"06081","2","SIC_0I","28","0",1983,"A","","San Mateo County, California","State Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",4,24,623621,0,0,499,25984
"06081","2","SIC_0I80","29","0",1983,"A","N","San Mateo County, California","State Government","SIC 80 Health Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
