"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay"
"06081","3","SIC_0E41","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 41 Local And Interurban Passenger Transit","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0E45","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 45 Transportation By Air","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0E49","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 49 Electric, Gas, And Sanitary Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",13,195,3408554,0,0,336,17479
"06081","3","SIC_0H","28","0",1979,"A","N","San Mateo County, California","Local Government","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0H65","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 65 Real Estate","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0I","28","0",1979,"A","","San Mateo County, California","Local Government","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",38,16279,219924426,0,0,259,13509
"06081","3","SIC_0I79","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 79 Amusement and Recreation Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",5,217,1964561,0,0,174,9053
"06081","3","SIC_0I80","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 80 Health Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",4,2762,38828790,0,0,270,14058
"06081","3","SIC_0I82","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 82 Educational Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",28,13211,178669057,0,0,260,13524
"06081","3","SIC_0I83","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 83 Social Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0I86","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 86 Membership Organizations","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0J","28","0",1979,"A","","San Mateo County, California","Local Government","Public Administration Division","County, Industry Division -- by ownership sector","All establishment sizes",47,7433,120195022,0,0,310,16170
"06081","3","SIC_0J91","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 91 Executive, Legislative, and General","County, 2-digit SIC -- by ownership sector","All establishment sizes",27,4554,68868691,0,0,290,15122
"06081","3","SIC_0J92","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 92 Justice, Public Order, and Safety","County, 2-digit SIC -- by ownership sector","All establishment sizes",9,1309,26632792,0,0,391,20345
"06081","3","SIC_0J93","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 93 Finance, Taxation, and Monetary Policy","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0J94","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 94 Administration of Human Resources","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0J95","29","0",1979,"A","","San Mateo County, California","Local Government","SIC 95 Environmental Quality and Housing","County, 2-digit SIC -- by ownership sector","All establishment sizes",5,97,1877152,0,0,372,19352
"06081","3","SIC_0J96","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 96 Administration of Economic Programs","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","3","SIC_0J97","29","0",1979,"A","N","San Mateo County, California","Local Government","SIC 97 National Security and Intl. Affairs","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0Z","27","0",1979,"A","","San Mateo County, California","Private","All Industries","County, Total -- by ownership sector","All establishment sizes",12084,214464,3370682302,0,0,302,15716
"06081","5","SIC_0A","28","0",1979,"A","","San Mateo County, California","Private","Agriculture, Forestry, and Fishing Division","County, Industry Division -- by ownership sector","All establishment sizes",386,3983,38929683,0,0,187,9773
"06081","5","SIC_0A01","29","0",1979,"A","","San Mateo County, California","Private","SIC 01 Agricultural Production Crops","County, 2-digit SIC -- by ownership sector","All establishment sizes",122,2600,24528114,0,0,181,9433
"06081","5","SIC_0A02","29","0",1979,"A","","San Mateo County, California","Private","SIC 02 Agricultural Production Livestock","County, 2-digit SIC -- by ownership sector","All establishment sizes",17,79,587386,0,0,142,7435
"06081","5","SIC_0A07","29","0",1979,"A","","San Mateo County, California","Private","SIC 07 Agricultural Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",239,1283,13621284,0,0,204,10616
"06081","5","SIC_0A08","29","0",1979,"A","N","San Mateo County, California","Private","SIC 08 Forestry","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0A09","29","0",1979,"A","N","San Mateo County, California","Private","SIC 09 Fishing, Hunting, and Trapping","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0B","28","0",1979,"A","","San Mateo County, California","Private","Mining Division","County, Industry Division -- by ownership sector","All establishment sizes",7,49,1245904,0,0,488,25426
"06081","5","SIC_0B13","29","0",1979,"A","N","San Mateo County, California","Private","SIC 13 Oil and Gas Extraction","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0B14","29","0",1979,"A","N","San Mateo County, California","Private","SIC 14 Nonmetallic Minerals, Except Fuels","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0C","28","0",1979,"A","","San Mateo County, California","Private","Construction Division","County, Industry Division -- by ownership sector","All establishment sizes",1199,13171,265602496,0,0,387,20165
"06081","5","SIC_0C15","29","0",1979,"A","","San Mateo County, California","Private","SIC 15 General Building Contractors","County, 2-digit SIC -- by ownership sector","All establishment sizes",472,4145,83008196,0,0,385,20026
"06081","5","SIC_0C16","29","0",1979,"A","","San Mateo County, California","Private","SIC 16 Heavy Construction, ex. Building","County, 2-digit SIC -- by ownership sector","All establishment sizes",70,2408,56347556,0,0,450,23400
"06081","5","SIC_0C17","29","0",1979,"A","","San Mateo County, California","Private","SIC 17 Special Trade Contractors","County, 2-digit SIC -- by ownership sector","All establishment sizes",657,6618,126246744,0,0,366,19076
"06081","5","SIC_0D","28","0",1979,"A","","San Mateo County, California","Private","Manufacturing Division","County, Industry Division -- by ownership sector","All establishment sizes",917,35638,636342851,0,0,343,17855
"06081","5","SIC_0D20","29","0",1979,"A","","San Mateo County, California","Private","SIC 20 Food and Kindred Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",54,4112,72218351,0,0,337,17562
"06081","5","SIC_0D22","29","0",1979,"A","","San Mateo County, California","Private","SIC 22 Textile Mill Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",4,88,777050,0,0,169,8830
"06081","5","SIC_0D23","29","0",1979,"A","","San Mateo County, California","Private","SIC 23 Apparel and Other Textile Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",25,408,3926367,0,0,185,9623
"06081","5","SIC_0D24","29","0",1979,"A","","San Mateo County, California","Private","SIC 24 Lumber and Wood Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",28,419,10132709,0,0,465,24183
"06081","5","SIC_0D25","29","0",1979,"A","","San Mateo County, California","Private","SIC 25 Furniture and Fixtures","County, 2-digit SIC -- by ownership sector","All establishment sizes",24,497,7727277,0,0,298,15547
"06081","5","SIC_0D26","29","0",1979,"A","","San Mateo County, California","Private","SIC 26 Paper and Allied Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",22,921,16170762,0,0,337,17557
"06081","5","SIC_0D27","29","0",1979,"A","","San Mateo County, California","Private","SIC 27 Printing and Publishing","County, 2-digit SIC -- by ownership sector","All establishment sizes",158,3569,60372694,0,0,325,16915
"06081","5","SIC_0D28","29","0",1979,"A","","San Mateo County, California","Private","SIC 28 Chemicals and Allied Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",44,2040,39373913,0,0,371,19300
"06081","5","SIC_0D29","29","0",1979,"A","","San Mateo County, California","Private","SIC 29 Petroleum and Coal Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",6,113,2423318,0,0,412,21445
"06081","5","SIC_0D30","29","0",1979,"A","","San Mateo County, California","Private","SIC 30 Rubber and Misc. Plastics Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",36,1548,22379634,0,0,278,14457
"06081","5","SIC_0D31","29","0",1979,"A","","San Mateo County, California","Private","SIC 31 Leather and Leather Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",4,62,726788,0,0,225,11722
"06081","5","SIC_0D32","29","0",1979,"A","","San Mateo County, California","Private","SIC 32 Stone, Clay, and Glass Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",26,775,16197554,0,0,401,20900
"06081","5","SIC_0D33","29","0",1979,"A","","San Mateo County, California","Private","SIC 33 Primary Metal Industries","County, 2-digit SIC -- by ownership sector","All establishment sizes",13,3374,75835681,0,0,432,22476
"06081","5","SIC_0D34","29","0",1979,"A","","San Mateo County, California","Private","SIC 34 Fabricated Metal Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",100,2462,44827468,0,0,350,18207
"06081","5","SIC_0D35","29","0",1979,"A","","San Mateo County, California","Private","SIC 35 Industrial Machinery and Equipment","County, 2-digit SIC -- by ownership sector","All establishment sizes",204,3413,65058426,0,0,366,19061
"06081","5","SIC_0D36","29","0",1979,"A","","San Mateo County, California","Private","SIC 36 Electronic and Other Electric Equipment","County, 2-digit SIC -- by ownership sector","All establishment sizes",83,10355,176489495,0,0,327,17043
"06081","5","SIC_0D37","29","0",1979,"A","","San Mateo County, California","Private","SIC 37 Transportation Equipment","County, 2-digit SIC -- by ownership sector","All establishment sizes",20,218,2917398,0,0,257,13382
"06081","5","SIC_0D38","29","0",1979,"A","","San Mateo County, California","Private","SIC 38 Instruments and Related Products","County, 2-digit SIC -- by ownership sector","All establishment sizes",29,647,10780585,0,0,320,16662
"06081","5","SIC_0D39","29","0",1979,"A","","San Mateo County, California","Private","SIC 39 Miscellaneous Manufacturing Industries","County, 2-digit SIC -- by ownership sector","All establishment sizes",37,617,8007381,0,0,249,12977
"06081","5","SIC_0E","28","0",1979,"A","","San Mateo County, California","Private","Transportation and Public Utilities Division","County, Industry Division -- by ownership sector","All establishment sizes",367,31459,738732630,0,0,451,23482
"06081","5","SIC_0E41","29","0",1979,"A","","San Mateo County, California","Private","SIC 41 Local And Interurban Passenger Transit","County, 2-digit SIC -- by ownership sector","All establishment sizes",20,574,7432159,0,0,249,12948
"06081","5","SIC_0E42","29","0",1979,"A","","San Mateo County, California","Private","SIC 42 Trucking And Warehousing","County, 2-digit SIC -- by ownership sector","All establishment sizes",173,2782,47187021,0,0,326,16961
"06081","5","SIC_0E44","29","0",1979,"A","N","San Mateo County, California","Private","SIC 44 Water Transportation","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0E45","29","0",1979,"A","","San Mateo County, California","Private","SIC 45 Transportation By Air","County, 2-digit SIC -- by ownership sector","All establishment sizes",25,22460,589368513,0,0,504,26240
"06081","5","SIC_0E46","29","0",1979,"A","N","San Mateo County, California","Private","SIC 46 Pipelines, Except Natural Gas","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0E47","29","0",1979,"A","","San Mateo County, California","Private","SIC 47 Transportation Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",117,1387,18869695,0,0,261,13604
"06081","5","SIC_0E48","29","0",1979,"A","","San Mateo County, California","Private","SIC 48 Communication","County, 2-digit SIC -- by ownership sector","All establishment sizes",10,2961,50916960,0,0,330,17195
"06081","5","SIC_0E49","29","0",1979,"A","","San Mateo County, California","Private","SIC 49 Electric, Gas, And Sanitary Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",18,1276,24668661,0,0,371,19332
"06081","5","SIC_0F","28","0",1979,"A","","San Mateo County, California","Private","Wholesale Trade Division","County, Industry Division -- by ownership sector","All establishment sizes",1341,23592,439745313,0,0,358,18639
"06081","5","SIC_0F50","29","0",1979,"A","","San Mateo County, California","Private","SIC 50 Wholesale Trade Durable Goods","County, 2-digit SIC -- by ownership sector","All establishment sizes",836,14867,281028448,0,0,363,18902
"06081","5","SIC_0F51","29","0",1979,"A","","San Mateo County, California","Private","SIC 51 Wholesale Trade Nondurable Goods","County, 2-digit SIC -- by ownership sector","All establishment sizes",505,8725,158716865,0,0,349,18191
"06081","5","SIC_0G","28","0",1979,"A","","San Mateo County, California","Private","Retail Trade Division","County, Industry Division -- by ownership sector","All establishment sizes",2525,43952,440001792,0,0,192,10010
"06081","5","SIC_0G52","29","0",1979,"A","","San Mateo County, California","Private","SIC 52 Building Materials and Garden Supplies","County, 2-digit SIC -- by ownership sector","All establishment sizes",114,1210,17820868,0,0,283,14727
"06081","5","SIC_0G53","29","0",1979,"A","","San Mateo County, California","Private","SIC 53 General Merchandise Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",35,6590,59089730,0,0,172,8966
"06081","5","SIC_0G54","29","0",1979,"A","","San Mateo County, California","Private","SIC 54 Food Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",318,4925,66910713,0,0,261,13585
"06081","5","SIC_0G55","29","0",1979,"A","","San Mateo County, California","Private","SIC 55 Automotive Dealers and Service Stations","County, 2-digit SIC -- by ownership sector","All establishment sizes",400,5156,80690278,0,0,300,15649
"06081","5","SIC_0G56","29","0",1979,"A","","San Mateo County, California","Private","SIC 56 Apparel and Accessory Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",167,4171,33113711,0,0,152,7939
"06081","5","SIC_0G57","29","0",1979,"A","","San Mateo County, California","Private","SIC 57 Furniture and Homefurnishings Stores","County, 2-digit SIC -- by ownership sector","All establishment sizes",240,2453,32109194,0,0,251,13089
"06081","5","SIC_0G58","29","0",1979,"A","","San Mateo County, California","Private","SIC 58 Eating and Drinking Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",676,14374,102150708,0,0,136,7106
"06081","5","SIC_0G59","29","0",1979,"A","","San Mateo County, California","Private","SIC 59 Miscellaneous Retail","County, 2-digit SIC -- by ownership sector","All establishment sizes",575,5073,48116590,0,0,182,9484
"06081","5","SIC_0H","28","0",1979,"A","","San Mateo County, California","Private","Finance, Insurance, and Real Estate Division","County, Industry Division -- by ownership sector","All establishment sizes",1101,14404,203806512,0,0,272,14149
"06081","5","SIC_0H60","29","0",1979,"A","","San Mateo County, California","Private","SIC 60 Depository Institutions","County, 2-digit SIC -- by ownership sector","All establishment sizes",19,2895,31830662,0,0,211,10995
"06081","5","SIC_0H61","29","0",1979,"A","","San Mateo County, California","Private","SIC 61 Nondepository Institutions","County, 2-digit SIC -- by ownership sector","All establishment sizes",93,2055,28454201,0,0,266,13846
"06081","5","SIC_0H62","29","0",1979,"A","","San Mateo County, California","Private","SIC 62 Security and Commodity Brokers","County, 2-digit SIC -- by ownership sector","All establishment sizes",21,169,4427061,0,0,503,26195
"06081","5","SIC_0H63","29","0",1979,"A","","San Mateo County, California","Private","SIC 63 Insurance Carriers","County, 2-digit SIC -- by ownership sector","All establishment sizes",41,2974,45821043,0,0,296,15407
"06081","5","SIC_0H64","29","0",1979,"A","","San Mateo County, California","Private","SIC 64 Insurance Agents, Brokers, and Service","County, 2-digit SIC -- by ownership sector","All establishment sizes",205,1294,20115364,0,0,298,15545
"06081","5","SIC_0H65","29","0",1979,"A","","San Mateo County, California","Private","SIC 65 Real Estate","County, 2-digit SIC -- by ownership sector","All establishment sizes",664,4867,70347291,0,0,277,14453
"06081","5","SIC_0H66","29","0",1979,"A","","San Mateo County, California","Private","1972 SIC 66 Combined Real Estate, Insurance, Etc","County, 2-digit SIC -- by ownership sector","All establishment sizes",11,25,243854,0,0,187,9754
"06081","5","SIC_0H67","29","0",1979,"A","","San Mateo County, California","Private","SIC 67 Holding and Other Investment Offices","County, 2-digit SIC -- by ownership sector","All establishment sizes",47,125,2567036,0,0,394,20536
"06081","5","SIC_0I","28","0",1979,"A","","San Mateo County, California","Private","Services Division","County, Industry Division -- by ownership sector","All establishment sizes",4094,47582,597778739,0,0,241,12563
"06081","5","SIC_0I70","29","0",1979,"A","","San Mateo County, California","Private","SIC 70 Hotels and Other Lodging Places","County, 2-digit SIC -- by ownership sector","All establishment sizes",100,3627,27741098,0,0,147,7648
"06081","5","SIC_0I72","29","0",1979,"A","","San Mateo County, California","Private","SIC 72 Personal Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",479,2997,26437370,0,0,169,8821
"06081","5","SIC_0I73","29","0",1979,"A","","San Mateo County, California","Private","SIC 73 Business Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",650,10112,133184760,0,0,253,13170
"06081","5","SIC_0I75","29","0",1979,"A","","San Mateo County, California","Private","SIC 75 Auto Repair, Services, and Parking","County, 2-digit SIC -- by ownership sector","All establishment sizes",358,2889,39988316,0,0,266,13841
"06081","5","SIC_0I76","29","0",1979,"A","","San Mateo County, California","Private","SIC 76 Miscellaneous Repair Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",157,740,10206977,0,0,265,13793
"06081","5","SIC_0I78","29","0",1979,"A","","San Mateo County, California","Private","SIC 78 Motion Pictures","County, 2-digit SIC -- by ownership sector","All establishment sizes",21,454,2486885,0,0,105,5477
"06081","5","SIC_0I79","29","0",1979,"A","","San Mateo County, California","Private","SIC 79 Amusement and Recreation Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",135,2818,30124834,0,0,205,10690
"06081","5","SIC_0I80","29","0",1979,"A","","San Mateo County, California","Private","SIC 80 Health Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",981,11015,148759662,0,0,259,13505
"06081","5","SIC_0I81","29","0",1979,"A","","San Mateo County, California","Private","SIC 81 Legal Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",204,857,15020672,0,0,337,17527
"06081","5","SIC_0I82","29","0",1979,"A","","San Mateo County, California","Private","SIC 82 Educational Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",90,1970,18138810,0,0,177,9207
"06081","5","SIC_0I83","29","0",1979,"A","","San Mateo County, California","Private","SIC 83 Social Services","County, 2-digit SIC -- by ownership sector","All establishment sizes",170,2834,18382933,0,0,124,6486
"06081","5","SIC_0I84","29","0",1979,"A","N","San Mateo County, California","Private","SIC 84 Museums, Botanical, Zoological Gardens","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0I86","29","0",1979,"A","","San Mateo County, California","Private","SIC 86 Membership Organizations","County, 2-digit SIC -- by ownership sector","All establishment sizes",210,2060,29178148,0,0,272,14164
"06081","5","SIC_0I88","29","0",1979,"A","N","San Mateo County, California","Private","SIC 88 Private Households","County, 2-digit SIC -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0
"06081","5","SIC_0I89","29","0",1979,"A","","San Mateo County, California","Private","SIC 89 Services, Nec","County, 2-digit SIC -- by ownership sector","All establishment sizes",279,4767,95151527,0,0,383,19960
"06081","5","SIC_0K","28","0",1979,"A","","San Mateo County, California","Private","Nonclassifiable Establishments","County, Industry Division -- by ownership sector","All establishment sizes",147,634,8496382,0,0,257,13401
"06081","5","SIC_0K99","29","0",1979,"A","","San Mateo County, California","Private","SIC 99 Nonclassifiable Establishments","County, 2-digit SIC -- by ownership sector","All establishment sizes",147,634,8496382,0,0,257,13401
